DATE,52WK HIGH,52WK LOW,SECTOR,COMPANY, ISIN  CODE, STATUS,BID,ASK,HIGH,LOW,PREVIOUS PRICE,VOLUME,TOTAL NO OF SHARES ISSUED,MRT CAP ,VWAP,10 % up, 10% down 
2/19/2024,6,6,ENERGY & PETROLEUM, Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6, -   ,,,6,,
2/19/2024,26,14.55,ENERGY & PETROLEUM, TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.5,16.6,16.6,16.6,16.5,600,"175,065,000","2,906,079,000",16.6,18.26,14.94
2/19/2024,18,6.3,ENERGY & PETROLEUM, Umeme Ltd Ord 0.50,UG0000001145,xd,14.2,14.4,14.5,14.4,14.45,"4,300","1,623,878,005","23,383,843,272",14.4,15.84,12.96
2/19/2024,5.86,4.01,INSURANCE, Britam Holdings Plc Ord 0.10,KE2000002192,,4.99,5,5,4.99,4.99,500,"2,523,486,816","12,592,199,212",4.99,5.49,4.49
2/19/2024,2.53,1.6,INSURANCE, CIC Insurance Group Ltd Ord.1.00,KE2000002317,,1.98,2,2,1.98,2,"10,500","2,615,538,528","5,231,077,056",2,2.2,1.8
2/19/2024,208,142,INSURANCE, Jubilee Holdings Ltd Ord 5.00,KE0000000273,,177,180,180,180,180,800,"72,472,950","13,045,131,000",180,198,162
2/19/2024,2.08,1.5,INSURANCE, Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.85,1.97,1.98,1.82,1.85,"19,800","2,799,796,272","5,291,614,954",1.89,2.08,1.7
2/19/2024,5.68,3.3,INSURANCE, Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,5.02,5.5,,,5.5, -   ,"535,707,499","2,946,391,245",5.5,6.05,4.95
2/19/2024,9.7,6,INSURANCE, Sanlam Kenya Plc Ord 5.00,KE0000000414,,6.18,7.4,7.2,7.2,6.78,300,"144,000,000","1,036,800,000",7.2,7.92,6.48
2/19/2024,10,7.6,INVESTMENT, Centum Investment Co Plc Ord 0.50 ,KE0000000265,,8.8,8.96,9,8.8,8.98,"57,500","665,441,714","5,962,357,757",8.96,9.86,8.06
2/19/2024,0.39,0.27,INVESTMENT, Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.33,0.35,0.35,0.33,0.32,"4,300","405,255,320","137,786,809",0.34,0.37,0.31
2/19/2024,1500,"1,500.00",INVESTMENT, Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00", -   ,"102,272","153,408,000",1500,1650,"1,350.00"
2/19/2024,5.6,1.91,INVESTMENT, Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,,3.45,3.45,3.45,3.45,300,"40,000,000","138,000,000",3.45,3.8,3.11
2/19/2024,1.35,0.41,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.48,0.51,0.5,0.45,0.47,400,"1,128,028,321","530,173,311",0.47,0.52,0.42
2/19/2024,7.2,5.5,INVESTMENT SERVICES, Nairobi Securities Exchange Plc Ord 4.00 ,KE3000009674,,6,6.02,6.02,5.82,5.8,600,"259,500,791","1,551,814,730",5.98,6.58,5.38
2/19/2024,92.25,65,MANUFACTURING & ALLIED, B.O.C Kenya Plc Ord 5.00,KE0000000042,,,82,82,82,82,100,"19,525,446","1,601,086,572",82,90.2,73.8
2/19/2024,495,400,MANUFACTURING & ALLIED, British American Tobacco Kenya Plc Ord 10.00 ,KE0000000075,cd,400,416,419,410,419,"3,500","100,000,000","41,350,000,000",413.5,454.85,372.15
2/19/2024,17.95,11,MANUFACTURING & ALLIED, Carbacid Investments Plc Ord 1.00,KE0000000117,,15.05,15.5,15.5,15.5,15.5,"4,000","254,851,985","3,950,205,768",15.5,17.05,13.95
2/19/2024,190,100,MANUFACTURING & ALLIED, East African Breweries Plc Ord 2.00,KE0000000216,xd,109,110,111,110,111,"4,100","790,774,356","87,380,566,338",110.5,121.55,99.45
2/19/2024,1.54,0.9,MANUFACTURING & ALLIED, Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.14,1.15,,,1.14, -   ,"178,053,486","202,980,974",1.14,1.25,1.03
2/19/2024,19.5,10.4,MANUFACTURING & ALLIED, Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,17.6,,,,19.5, -   ,"12,868,124","250,928,418",19.5,21.45,17.55
2/19/2024,0.27,0.27,MANUFACTURING & ALLIED, Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27, -   ,"1,530,000,000","413,100,000",0.27,0.3,0.24
2/19/2024,31,14,MANUFACTURING & ALLIED, Unga Group Ltd Ord 5.00,KE0000000497,,,17,15.5,15.4,17.1,"1,000","75,708,873","1,169,702,088",15.45,17,13.91
2/19/2024,24.95,11.5,TELECOMMUNICATION , Safaricom Plc Ord 0.05,KE1000001402,,13.4,13.5,13.5,13.1,13.1,"480,600","40,065,428,000","536,876,735,200",13.4,14.74,12.06
2/19/2024,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20, -   ,"346,231,413","6,924,628,260",20,22,18
2/19/2024,3065,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,2600,,2830i,2830i,2850, -   ,"400,000","1,140,000,000","2,850.00", -   , -   
2/20/2024,14.5,10,AGRICULTURAL, Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,13,14,13,13,13.05,"1,400","32,157,000","418,041,000",13,14.3,11.7
2/20/2024,430,240,AGRICULTURAL, Kakuzi Plc Ord.5.00 ,KE0000000281,,365,400,375,365,385,400,"19,599,999","7,202,999,633",367.5,404.25,330.75
2/20/2024,249,81,AGRICULTURAL, Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,,225,231,,,232, -   ,"7,824,000","1,815,168,000",232,255.2,208.8
2/20/2024,430,320,AGRICULTURAL, The Limuru Tea Co. Plc Ord 10.00AIMS,KE0000000356,,370,380,,,380, -   ,"2,400,000","912,000,000",380,418,342
2/20/2024,32.6,18,AGRICULTURAL, Sasini Plc Ord 1.00,KE0000000430,cd,20.5,21.8,,,21.55, -   ,"228,055,500","4,914,596,025",21.55,23.71,19.4
2/20/2024,275,120,AGRICULTURAL, Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,,215,225,210,210,213.75,"1,000","17,512,640","3,677,654,400",210,231,189
2/20/2024,49,21.3,AUTOMOBILES & ACCESSORIES, Car & General (K) Ltd Ord 5.00,KE0000000109,,23.4,28.6,,,26, -   ,"80,206,616","2,085,372,016",26,28.6,23.4
2/20/2024,13,10,BANKING, ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,12.15,12.55,12.75,12.1,12.2,"15,900","5,431,536,000","67,894,200,000",12.5,13.75,11.25
2/20/2024,37,26.5,BANKING, BK Group Plc Ord 0.80,KE5000008986,,34,35,35,35,35,100,"896,759,222","31,386,572,770",35,38.5,31.5
2/20/2024,55.5,43.05,BANKING, Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,45.05,46,46,45,45,"20,500","279,602,220","12,596,080,011",45.05,49.56,40.55
2/20/2024,49,33.7,BANKING, Equity Group Holdings Plc Ord 0.50,KE0000000554,,38.5,38.7,38.8,38.5,38.35,"30,600","3,773,674,802","145,475,163,617",38.55,42.41,34.7
2/20/2024,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,3.94,3.99,4.2,3.87,3.93,"12,900","384,614,168","1,542,302,814",4.01,4.41,3.61
2/20/2024,21.5,15.8,BANKING, I&M Group Plc Ord 1.00 ,KE0000000125,,17.3,17.5,17.4,17.3,17.35,"38,400","1,653,621,476","28,690,332,609",17.35,19.09,15.62
2/20/2024,39.5,15,BANKING, KCB Group Plc Ord 1.00,KE0000000315,,20,20.05,20.15,20,20.1,"1,928,400","3,213,462,815","64,590,602,582",20.1,22.11,18.09
2/20/2024,42,28.5,BANKING, NCBA Group Plc Ord 5.00,KE0000000406,,36.65,37,38,37,36.65,"29,500","1,647,519,532","61,534,854,520",37.35,41.09,33.62
2/20/2024,132,90,BANKING, Stanbic Holdings Plc ord.5.00,KE0000000091,,110.5,115,115,115,115,"1,000","395,321,638","45,461,988,370",115,126.5,103.5
2/20/2024,172.5,134,BANKING, Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,,164,168,164,163.25,163.25,"1,400","377,861,629","61,780,376,342",163.5,179.85,147.15
2/20/2024,14,10.1,BANKING, The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,12.25,12.3,12.3,12,12.05,"183,000","5,867,174,695","70,699,455,075",12.05,13.26,10.85
2/20/2024,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45, -   ,"123,558,228","55,601,203",0.45,0.5,0.41
2/20/2024,1.88,0.59,COMMERCIAL AND SERVICES, Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.17,1.34,1.33,1.33,1.22,100,"210,000,000","279,300,000",1.33,1.46,1.2
2/20/2024,5.4,2.7,COMMERCIAL AND SERVICES, Express Kenya Plc Ord 5.00AIMS,KE0000000224,,3.2,3.49,,,3.2, -   ,"47,711,481","152,676,739",3.2,3.52,2.88
2/20/2024,4.66,4.66,COMMERCIAL AND SERVICES, Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,,,,,4.66, -   ,"63,200,000","294,512,000",4.66,5.13,4.19
2/20/2024,3.83,3.83,COMMERCIAL AND SERVICES, Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83, -   ,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
2/20/2024,3.27,2,COMMERCIAL AND SERVICES, Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.2,,,,2.2, -   ,"272,440,473","599,369,041",2.2,2.42,1.98
2/20/2024,5,2.07,COMMERCIAL AND SERVICES, Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.3,2.4,2.4,2.4,2.35,100,"1,353,711,934","3,248,908,642",2.4,2.64,2.16
2/20/2024,22.4,14,COMMERCIAL AND SERVICES, Nation Media Group Plc Ord. 2.50,KE0000000380,,20.3,20.95,20.95,20,20,"1,800","190,295,163","3,853,477,051",20.25,22.28,18.23
2/20/2024,2.9,1.8,COMMERCIAL AND SERVICES, Sameer Africa Plc Ord 5.00,KE0000000232,,2.1,2.21,2.21,2.1,2.1,"1,700","278,342,393","612,353,265",2.2,2.42,1.98
2/20/2024,10.8,5.96,COMMERCIAL AND SERVICES, Standard Group Plc Ord 5.00,KE0000000455,,,6.84,6.84,6.84,7.6,400,"81,731,808","559,045,567",6.84,7.52,6.16
2/20/2024,16.45,10.85,COMMERCIAL AND SERVICES, TPS Eastern Africa  Ltd Ord 1.00  ,KE0000000539,,14.1,15,15,15,15,100,"182,174,108","2,732,611,620",15,16.5,13.5
2/20/2024,0.28,0.16,COMMERCIAL AND SERVICES, Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.19,,0.19,0.19,0.18,600,"364,959,616","69,342,327",0.19,0.21,0.17
2/20/2024,3.2,1.86,COMMERCIAL AND SERVICES, WPP Scangroup Plc Ord 1.00,KE0000000562,,2.18,2.39,2.39,2.2,2.18,"59,700","432,155,985","950,743,167",2.2,2.42,1.98
2/20/2024,5.55,5.55,CONSTRUCTION & ALLIED, ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55, -   ,"959,940,200","5,327,668,110",5.55,6.11,5
2/20/2024,43,21.3,CONSTRUCTION & ALLIED, Bamburi Cement Plc Ord 5.00,KE0000000059,,39.1,39.4,40,39.1,39.4,"7,000","362,959,275","14,209,855,616",39.15,43.07,35.24
2/20/2024,46,35,CONSTRUCTION & ALLIED, Crown Paints Kenya Plc Ord 5.00,KE0000000141,,36,39,,,39, -   ,"142,362,000","5,552,118,000",39,42.9,35.1
2/20/2024,1.1,0.72,CONSTRUCTION & ALLIED, E.A.Cables Ltd Ord 0.50,KE0000000174,,0.89,0.99,,,0.92, -   ,"253,125,000","232,875,000",0.92,1.01,0.83
2/20/2024,9.5,5.38,CONSTRUCTION & ALLIED, E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,8.76,9,8.76,8.76,8.76,200,"90,000,000","788,400,000",8.76,9.64,7.88
2/20/2024,3.5,1.94,ENERGY & PETROLEUM, KenGen Co. Plc Ord. 2.50,KE0000000547,,1.99,2,2,1.99,2,"2,494,700","6,594,522,339","13,189,044,678",2,2.2,1.8
2/20/2024,1.75,1.3,ENERGY & PETROLEUM, Kenya Power & Lighting  Co Plc Ord 2.50,KE0000000349,,1.62,1.69,1.75,1.55,1.71,"1,063,700","1,951,467,045","3,278,464,636",1.68,1.85,1.51
2/20/2024,4.2,4,ENERGY & PETROLEUM, Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,4,,,,4, -   ,,,4,,
2/20/2024,6,6,ENERGY & PETROLEUM, Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6, -   ,,,6,,
2/20/2024,26,14.55,ENERGY & PETROLEUM, TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.5,16.6,16.6,16.6,16.6,800,"175,065,000","2,906,079,000",16.6,18.26,14.94
2/20/2024,18,6.3,ENERGY & PETROLEUM, Umeme Ltd Ord 0.50,UG0000001145,xd,14,14.05,14.5,14.05,14.4,"503,200","1,623,878,005","22,815,485,970",14.05,15.46,12.65
2/20/2024,5.86,4.01,INSURANCE, Britam Holdings Plc Ord 0.10,KE2000002192,,4.9,4.99,5,4.99,4.99,"2,000","2,523,486,816","12,592,199,212",4.99,5.49,4.49
2/20/2024,2.53,1.6,INSURANCE, CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2,2.1,2.1,2,2,"99,800","2,615,538,528","5,231,077,056",2,2.2,1.8
2/20/2024,208,142,INSURANCE, Jubilee Holdings Ltd Ord 5.00,KE0000000273,,177,180,180,180,180,600,"72,472,950","13,045,131,000",180,198,162
2/20/2024,2.08,1.5,INSURANCE, Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.95,1.99,1.99,1.95,1.89,"7,400","2,799,796,272","5,543,596,619",1.98,2.18,1.78
2/20/2024,5.68,3.3,INSURANCE, Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,5.04,6,6,5.5,5.5,"9,000","535,707,499","2,967,819,544",5.54,6.09,4.99
2/20/2024,9.7,6,INSURANCE, Sanlam Kenya Plc Ord 5.00,KE0000000414,,6.5,7,6.6,6.6,7.2,500,"144,000,000","950,400,000",6.6,7.26,5.94
2/20/2024,10,7.6,INVESTMENT, Centum Investment Co Plc Ord 0.50 ,KE0000000265,,8.7,8.84,8.96,8.8,8.96,"25,400","665,441,714","5,882,504,752",8.84,9.72,7.96
2/20/2024,0.39,0.27,INVESTMENT, Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.33,0.34,0.34,0.34,0.34,800,"405,255,320","137,786,809",0.34,0.37,0.31
2/20/2024,1500,"1,500.00",INVESTMENT, Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00", -   ,"102,272","153,408,000",1500,1650,"1,350.00"
2/20/2024,5.6,1.91,INVESTMENT, Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,,3.45,3.45,3.45,3.45,"1,300","40,000,000","138,000,000",3.45,3.8,3.11
2/20/2024,1.35,0.41,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.48,0.5,0.5,0.49,0.47,"3,000","1,128,028,321","564,014,161",0.5,0.55,0.45
2/20/2024,7.2,5.5,INVESTMENT SERVICES, Nairobi Securities Exchange Plc Ord 4.00 ,KE3000009674,,6,6.1,6.5,5.98,5.98,"27,000","259,500,791","1,572,574,793",6.06,6.67,5.45
2/20/2024,92.25,65,MANUFACTURING & ALLIED, B.O.C Kenya Plc Ord 5.00,KE0000000042,,75,82,75,75,82,100,"19,525,446","1,464,408,450",75,82.5,67.5
2/20/2024,495,400,MANUFACTURING & ALLIED, British American Tobacco Kenya Plc Ord 10.00 ,KE0000000075,cd,407,416,416,400,413.5,"1,600","100,000,000","41,100,000,000",411,452.1,369.9
2/20/2024,17.95,11,MANUFACTURING & ALLIED, Carbacid Investments Plc Ord 1.00,KE0000000117,,15.2,15.5,15.5,15,15.5,"5,300","254,851,985","3,886,492,771",15.25,16.78,13.73
2/20/2024,190,100,MANUFACTURING & ALLIED, East African Breweries Plc Ord 2.00,KE0000000216,xd,109,110,110,109,110.5,"9,900","790,774,356","86,985,179,160",110,121,99
2/20/2024,1.54,0.9,MANUFACTURING & ALLIED, Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.11,1.14,1.14,1.14,1.14,700,"178,053,486","202,980,974",1.14,1.25,1.03
2/20/2024,19.5,10.4,MANUFACTURING & ALLIED, Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,17.6,,,,19.5, -   ,"12,868,124","250,928,418",19.5,21.45,17.55
2/20/2024,0.27,0.27,MANUFACTURING & ALLIED, Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27, -   ,"1,530,000,000","413,100,000",0.27,0.3,0.24
2/20/2024,31,14,MANUFACTURING & ALLIED, Unga Group Ltd Ord 5.00,KE0000000497,,14,,,,15.45, -   ,"75,708,873","1,169,702,088",15.45,17,13.91
2/20/2024,24.95,11.5,TELECOMMUNICATION , Safaricom Plc Ord 0.05,KE1000001402,,13.5,13.6,13.6,13.35,13.4,"494,000","40,065,428,000","540,883,278,000",13.5,14.85,12.15
2/20/2024,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20, -   ,"346,231,413","6,924,628,260",20,22,18
2/20/2024,3065,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,2600,,2855i,2855i,2850, -   ,"400,000","1,140,000,000","2,850.00", -   , -   
2/21/2024,14.5,10,AGRICULTURAL, Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,13,14.3,14,14,13,300,"32,157,000","450,198,000",14,15.4,12.6
2/21/2024,430,240,AGRICULTURAL, Kakuzi Plc Ord.5.00 ,KE0000000281,,365,400,,,367.5, -   ,"19,599,999","7,202,999,633",367.5,404.25,330.75
2/21/2024,249,81,AGRICULTURAL, Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,,,232,225,225,232,200,"7,824,000","1,760,400,000",225,247.5,202.5
2/21/2024,430,320,AGRICULTURAL, The Limuru Tea Co. Plc Ord 10.00AIMS,KE0000000356,,370,380,,,380, -   ,"2,400,000","912,000,000",380,418,342
2/21/2024,32.6,18,AGRICULTURAL, Sasini Plc Ord 1.00,KE0000000430,cd,20.5,21.8,21.8,20.5,21.55,500,"228,055,500","4,880,387,700",21.4,23.54,19.26
2/21/2024,275,120,AGRICULTURAL, Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,,215,225,,,210, -   ,"17,512,640","3,677,654,400",210,231,189
2/21/2024,49,21.3,AUTOMOBILES & ACCESSORIES, Car & General (K) Ltd Ord 5.00,KE0000000109,,23.4,27,,,26, -   ,"80,206,616","2,085,372,016",26,28.6,23.4
2/21/2024,13,10,BANKING, ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,12.45,12.55,12.55,12.45,12.5,"24,800","5,431,536,000","67,622,623,200",12.45,13.7,11.21
2/21/2024,37,26.5,BANKING, BK Group Plc Ord 0.80,KE5000008986,,34,35,35,35,35,100,"896,759,222","31,386,572,770",35,38.5,31.5
2/21/2024,55.5,43.05,BANKING, Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,45.5,47,46,45,45.05,"3,800","279,602,220","12,610,060,122",45.1,49.61,40.59
2/21/2024,49,33.7,BANKING, Equity Group Holdings Plc Ord 0.50,KE0000000554,,38.85,39.25,39.35,38.55,38.55,"1,940,500","3,773,674,802","146,418,582,318",38.8,42.68,34.92
2/21/2024,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,3.94,4,4,3.94,4.01,"9,600","384,614,168","1,526,918,247",3.97,4.37,3.57
2/21/2024,21.5,15.8,BANKING, I&M Group Plc Ord 1.00 ,KE0000000125,,17.45,17.5,17.5,17.45,17.35,"175,700","1,653,621,476","28,938,375,830",17.5,19.25,15.75
2/21/2024,39.5,15,BANKING, KCB Group Plc Ord 1.00,KE0000000315,,20.1,20.15,20.4,19.95,20.1,"1,927,700","3,213,462,815","64,429,929,441",20.05,22.06,18.05
2/21/2024,42,28.5,BANKING, NCBA Group Plc Ord 5.00,KE0000000406,,37.2,37.5,37.5,37,37.35,"6,600","1,647,519,532","61,452,478,544",37.3,41.03,33.57
2/21/2024,132,90,BANKING, Stanbic Holdings Plc ord.5.00,KE0000000091,,112,115,,,115, -   ,"395,321,638","45,461,988,370",115,126.5,103.5
2/21/2024,172.5,134,BANKING, Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,,163,164,165,163.25,163.5,"22,900","377,861,629","61,969,307,156",164,180.4,147.6
2/21/2024,14,10.1,BANKING, The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,12.5,13,12.4,12,12.05,"1,011,100","5,867,174,695","72,459,607,483",12.35,13.59,11.12
2/21/2024,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45, -   ,"123,558,228","55,601,203",0.45,0.5,0.41
2/21/2024,1.88,0.59,COMMERCIAL AND SERVICES, Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.2,1.34,,,1.33, -   ,"210,000,000","279,300,000",1.33,1.46,1.2
2/21/2024,5.4,2.7,COMMERCIAL AND SERVICES, Express Kenya Plc Ord 5.00AIMS,KE0000000224,,3.2,3.49,,,3.2, -   ,"47,711,481","152,676,739",3.2,3.52,2.88
2/21/2024,4.66,4.66,COMMERCIAL AND SERVICES, Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,,,,,4.66, -   ,"63,200,000","294,512,000",4.66,5.13,4.19
2/21/2024,3.83,3.83,COMMERCIAL AND SERVICES, Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83, -   ,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
2/21/2024,3.27,2,COMMERCIAL AND SERVICES, Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.21,,,,2.2, -   ,"272,440,473","599,369,041",2.2,2.42,1.98
2/21/2024,5,2.07,COMMERCIAL AND SERVICES, Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.3,2.4,2.3,2.3,2.4,100,"1,353,711,934","3,113,537,448",2.3,2.53,2.07
2/21/2024,22.4,14,COMMERCIAL AND SERVICES, Nation Media Group Plc Ord. 2.50,KE0000000380,,20,20.95,20.95,20,20.25,"1,400","190,295,163","3,872,506,567",20.35,22.39,18.32
2/21/2024,2.9,1.8,COMMERCIAL AND SERVICES, Sameer Africa Plc Ord 5.00,KE0000000232,,2.1,2.2,2.2,2.2,2.2,100,"278,342,393","612,353,265",2.2,2.42,1.98
2/21/2024,10.8,5.96,COMMERCIAL AND SERVICES, Standard Group Plc Ord 5.00,KE0000000455,,6.16,7.5,6.84,6.84,6.84,"1,200","81,731,808","559,045,567",6.84,7.52,6.16
2/21/2024,16.45,10.85,COMMERCIAL AND SERVICES, TPS Eastern Africa  Ltd Ord 1.00  ,KE0000000539,,14.1,15,,,15, -   ,"182,174,108","2,732,611,620",15,16.5,13.5
2/21/2024,0.28,0.16,COMMERCIAL AND SERVICES, Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.19,0.2,0.2,0.19,0.19,"14,100","364,959,616","69,342,327",0.19,0.21,0.17
2/21/2024,3.2,1.86,COMMERCIAL AND SERVICES, WPP Scangroup Plc Ord 1.00,KE0000000562,,2.22,2.39,2.39,2.01,2.2,"14,700","432,155,985","950,743,167",2.2,2.42,1.98
2/21/2024,5.55,5.55,CONSTRUCTION & ALLIED, ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55, -   ,"959,940,200","5,327,668,110",5.55,6.11,5
2/21/2024,43,21.3,CONSTRUCTION & ALLIED, Bamburi Cement Plc Ord 5.00,KE0000000059,,40,40.5,40,39.1,39.15,"10,100","362,959,275","14,427,631,181",39.75,43.73,35.78
2/21/2024,46,35,CONSTRUCTION & ALLIED, Crown Paints Kenya Plc Ord 5.00,KE0000000141,,36,39,,,39, -   ,"142,362,000","5,552,118,000",39,42.9,35.1
2/21/2024,1.1,0.72,CONSTRUCTION & ALLIED, E.A.Cables Ltd Ord 0.50,KE0000000174,,0.89,0.96,0.96,0.96,0.92,"2,100","253,125,000","243,000,000",0.96,1.06,0.86
2/21/2024,9.5,5.38,CONSTRUCTION & ALLIED, E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,,9.4,9.4,9.4,8.76,100,"90,000,000","846,000,000",9.4,10.34,8.46
2/21/2024,3.5,1.94,ENERGY & PETROLEUM, KenGen Co. Plc Ord. 2.50,KE0000000547,,1.99,2,2,1.99,2,"1,274,200","6,594,522,339","13,189,044,678",2,2.2,1.8
2/21/2024,1.75,1.3,ENERGY & PETROLEUM, Kenya Power & Lighting  Co Plc Ord 2.50,KE0000000349,,1.62,1.67,1.74,1.66,1.68,"1,277,300","1,951,467,045","3,356,523,317",1.72,1.89,1.55
2/21/2024,4.2,4,ENERGY & PETROLEUM, Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,4,,,,4, -   ,,,4,,
2/21/2024,6,6,ENERGY & PETROLEUM, Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,6,,,,6, -   ,,,6,,
2/21/2024,26,14.55,ENERGY & PETROLEUM, TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.6,17.75,17.95,16.6,16.6,"1,200","175,065,000","3,089,897,250",17.65,19.42,15.89
2/21/2024,18,6.3,ENERGY & PETROLEUM, Umeme Ltd Ord 0.50,UG0000001145,xd,14.2,14.4,14.4,14.2,14.05,500,"1,623,878,005","23,221,455,472",14.3,15.73,12.87
2/21/2024,5.86,4.01,INSURANCE, Britam Holdings Plc Ord 0.10,KE2000002192,,4.99,5,5,4.66,4.99,"14,500","2,523,486,816","12,516,494,607",4.96,5.46,4.46
2/21/2024,2.53,1.6,INSURANCE, CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2,2.09,2.1,2,2,"12,800","2,615,538,528","5,283,387,827",2.02,2.22,1.82
2/21/2024,208,142,INSURANCE, Jubilee Holdings Ltd Ord 5.00,KE0000000273,,178,185,180,180,180,500,"72,472,950","13,045,131,000",180,198,162
2/21/2024,2.08,1.5,INSURANCE, Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.92,1.95,1.99,1.92,1.98,"74,600","2,799,796,272","5,403,606,805",1.93,2.12,1.74
2/21/2024,5.68,3.3,INSURANCE, Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,5.54,6,,,5.54, -   ,"535,707,499","2,967,819,544",5.54,6.09,4.99
2/21/2024,9.7,6,INSURANCE, Sanlam Kenya Plc Ord 5.00,KE0000000414,,6.5,6.96,6.5,6.5,6.6,"1,900","144,000,000","936,000,000",6.5,7.15,5.85
2/21/2024,10,7.6,INVESTMENT, Centum Investment Co Plc Ord 0.50 ,KE0000000265,,8.7,8.84,8.84,8.6,8.84,"29,300","665,441,714","5,855,887,083",8.8,9.68,7.92
2/21/2024,0.39,0.27,INVESTMENT, Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.33,0.34,0.34,0.33,0.34,"8,800","405,255,320","137,786,809",0.34,0.37,0.31
